bedrooms,bathrooms,area,lot_area,tax_value,year_built,fips,date_sold
3.0,2.0,1480.0,5284.0,179105.0,1970.0,6037.0,2017-03-31
3.0,2.0,1465.0,7000.0,462392.0,1964.0,6111.0,2017-04-28
2.0,1.0,1288.0,5340.0,77203.0,1923.0,6037.0,2017-03-20
3.0,2.0,1802.0,7910.0,101080.0,1972.0,6059.0,2017-02-24
4.0,2.0,1872.0,6188.0,575297.0,1963.0,6059.0,2017-04-12
3.0,2.0,2248.0,8398.0,503270.0,1957.0,6037.0,2017-03-01
3.0,3.0,1533.0,6329.0,312378.0,1967.0,6037.0,2017-06-30
4.0,2.0,1393.0,6138.0,514072.0,1963.0,6059.0,2017-07-10
3.0,2.0,1262.0,7286.0,175207.0,1956.0,6059.0,2017-04-12
3.0,2.0,1853.0,5507.0,220390.0,1949.0,6037.0,2017-06-28
3.0,3.0,1736.0,5606.0,74095.0,1966.0,6037.0,2017-06-16
3.0,2.0,1074.0,49067.0,293504.0,1984.0,6037.0,2017-08-01
3.0,2.0,1800.0,6529.0,272639.0,1939.0,6037.0,2017-03-31
4.0,2.0,1774.0,9025.0,425452.0,1959.0,6111.0,2017-04-27
3.0,2.0,1232.0,4317.0,330000.0,1978.0,6037.0,2017-08-23
3.0,1.0,1534.0,7070.0,659912.0,1926.0,6037.0,2017-08-11
2.0,1.0,822.0,6170.0,44273.0,1947.0,6037.0,2017-01-19
4.0,2.0,1315.0,4901.0,412052.0,1949.0,6037.0,2017-08-04
2.0,1.0,807.0,3580.0,220208.0,1920.0,6037.0,2017-01-26
3.0,2.0,1110.0,5159.0,554629.0,1939.0,6037.0,2017-08-07
5.0,3.0,2797.0,4657.0,535883.0,2000.0,6059.0,2017-06-01
2.0,1.0,675.0,5238.0,168684.0,1952.0,6037.0,2017-04-03
3.0,2.0,1496.0,7211.0,648789.0,1956.0,6037.0,2017-06-27
4.0,3.0,1518.0,9256.0,252340.0,1970.0,6037.0,2017-08-24
3.0,2.0,1136.0,4001.0,137308.0,1973.0,6037.0,2017-06-16
4.0,2.0,1246.0,7151.0,46955.0,1955.0,6037.0,2017-02-10
3.0,2.0,1650.0,7199.0,222541.0,1959.0,6037.0,2017-07-31
4.0,2.0,1550.0,6252.0,152192.0,1979.0,6037.0,2017-05-05
3.0,3.0,1470.0,6983.0,137638.0,1985.0,6037.0,2017-09-19
4.0,3.0,2923.0,9849.0,593371.0,1963.0,6037.0,2017-03-29
3.0,2.0,1520.0,5686.0,397887.0,1952.0,6037.0,2017-02-03
4.0,3.0,1977.0,7630.0,325116.0,1973.0,6059.0,2017-02-27
4.0,3.0,2334.0,7500.0,576073.0,1985.0,6059.0,2017-02-26
3.0,3.0,1854.0,12710.0,926843.0,1966.0,6037.0,2017-05-01
3.0,1.0,1068.0,7177.0,321427.0,1952.0,6037.0,2017-01-09
3.0,3.0,3031.0,6595.0,326000.0,2007.0,6037.0,2017-03-03
2.0,1.0,870.0,5399.0,229170.0,1951.0,6037.0,2017-05-17
5.0,4.0,2992.0,6174.0,257843.0,2000.0,6059.0,2017-02-21
4.0,2.0,1879.0,8268.0,83778.0,1968.0,6111.0,2017-06-09
3.0,2.0,1179.0,7701.0,150000.0,1971.0,6037.0,2017-06-19
3.0,2.0,1420.0,6879.0,439864.0,1926.0,6037.0,2017-06-15
3.0,1.0,1218.0,10615.0,93559.0,1922.0,6037.0,2017-05-05
3.0,2.0,1460.0,6658.0,317821.0,1927.0,6037.0,2017-01-27
4.0,3.0,1596.0,6000.0,307000.0,1953.0,6037.0,2017-05-02
4.0,2.5,2335.0,12480.0,109952.0,1964.0,6059.0,2017-04-14
2.0,1.0,741.0,2375.0,141685.0,1962.0,6037.0,2017-08-17
3.0,1.0,953.0,5963.0,186489.0,1955.0,6037.0,2017-07-06
3.0,2.0,1098.0,5495.0,178703.0,1938.0,6037.0,2017-05-16
4.0,2.0,1574.0,6098.0,192127.0,1981.0,6111.0,2017-04-27
4.0,2.5,2168.0,8190.0,428964.0,1986.0,6059.0,2017-04-18
5.0,3.5,3192.0,6500.0,734000.0,1983.0,6111.0,2017-06-12
5.0,4.0,2131.0,5250.0,350608.0,1977.0,6059.0,2017-04-18
3.0,1.0,1144.0,5415.0,250745.0,1957.0,6037.0,2017-05-22
3.0,2.0,1371.0,6152.0,271964.0,1925.0,6037.0,2017-08-11
4.0,2.0,1779.0,6600.0,294355.0,1965.0,6059.0,2017-08-29
3.0,3.0,2225.0,13086.0,665740.0,1956.0,6037.0,2017-02-14
3.0,1.0,1029.0,5875.0,49447.0,1949.0,6037.0,2017-01-18
5.0,3.0,2381.0,11538.0,199821.0,1964.0,6037.0,2017-01-23
3.0,2.0,1316.0,7599.0,221190.0,1960.0,6037.0,2017-06-30
4.0,3.0,3164.0,14938.0,384300.0,2004.0,6037.0,2017-03-02
4.0,2.0,2235.0,8504.0,206134.0,1940.0,6037.0,2017-03-20
2.0,1.0,966.0,7556.0,392542.0,1952.0,6037.0,2017-03-31
5.0,3.5,3067.0,8823.0,777000.0,1987.0,6111.0,2017-04-27
3.0,2.0,1512.0,6800.0,70604.0,1956.0,6059.0,2017-08-31
4.0,3.0,2679.0,6750.0,794000.0,1997.0,6059.0,2017-07-14
3.0,2.0,1720.0,7577.0,115463.0,2005.0,6037.0,2017-03-02
5.0,3.0,2460.0,4403.0,403911.0,1998.0,6059.0,2017-07-14
2.0,2.0,1153.0,6440.0,54082.0,1957.0,6059.0,2017-02-22
3.0,1.0,963.0,4000.0,361183.0,1947.0,6059.0,2017-06-01
3.0,2.0,1242.0,6126.0,216096.0,1954.0,6037.0,2017-06-29
2.0,2.0,923.0,4988.0,167132.0,1950.0,6037.0,2017-08-15
2.0,2.5,1446.0,1516.0,535000.0,1979.0,6059.0,2017-07-11
3.0,1.0,1134.0,7150.0,123649.0,1948.0,6037.0,2017-03-15
2.0,1.0,1649.0,6000.0,63112.0,1946.0,6037.0,2017-01-18
2.0,1.0,1061.0,5487.0,508640.0,1951.0,6037.0,2017-03-31
3.0,3.0,2350.0,15736.0,740283.0,1955.0,6037.0,2017-04-28
4.0,3.0,2557.0,23853.0,332759.0,1965.0,6111.0,2017-04-27
3.0,3.0,1475.0,3989.0,122298.0,1966.0,6037.0,2017-05-19
2.0,2.0,1367.0,8100.0,297814.0,1950.0,6037.0,2017-09-13
3.0,4.0,3163.0,24009.0,231093.0,1961.0,6037.0,2017-01-10
4.0,3.0,2196.0,11066.0,132397.0,1956.0,6037.0,2017-02-15
3.0,2.0,1200.0,4147.0,336000.0,1940.0,6037.0,2017-05-16
2.0,1.0,898.0,5947.0,423052.0,1924.0,6037.0,2017-06-21
4.0,2.0,1228.0,7584.0,317269.0,1948.0,6037.0,2017-06-16
3.0,2.0,1835.0,6424.0,180682.0,1941.0,6037.0,2017-02-01
3.0,2.0,1470.0,5989.0,647000.0,1956.0,6037.0,2017-06-14
3.0,4.0,3315.0,6300.0,617876.0,1939.0,6037.0,2017-08-01
2.0,2.0,1558.0,6205.0,187413.0,1951.0,6037.0,2017-03-13
2.0,1.0,1124.0,7149.0,376786.0,1920.0,6037.0,2017-01-24
3.0,2.0,1380.0,6832.0,72844.0,1955.0,6037.0,2017-05-22
4.0,4.0,2896.0,5714.0,268657.0,1937.0,6037.0,2017-01-26
3.0,2.0,1396.0,10483.0,366056.0,1956.0,6037.0,2017-08-23
3.0,2.0,1424.0,7258.0,86316.0,1915.0,6037.0,2017-03-28
3.0,2.0,1765.0,9618.0,465583.0,2003.0,6037.0,2017-04-24
4.0,3.0,2127.0,8588.0,507728.0,1963.0,6111.0,2017-03-09
2.0,1.0,1056.0,4312.0,314727.0,1928.0,6037.0,2017-01-31
3.0,2.0,1372.0,5957.0,72655.0,1962.0,6037.0,2017-05-11
4.0,4.0,2880.0,7554.0,113858.0,1931.0,6037.0,2017-08-07
5.0,3.0,2492.0,8003.0,477411.0,1958.0,6111.0,2017-07-24
5.0,3.0,2289.0,5326.0,344835.0,1971.0,6037.0,2017-01-13
3.0,2.0,1120.0,6398.0,57317.0,1960.0,6037.0,2017-07-03
3.0,3.0,1962.0,21775.0,588816.0,1957.0,6037.0,2017-01-08
3.0,2.0,1478.0,6796.0,55457.0,1946.0,6037.0,2017-07-28
4.0,2.0,2090.0,8390.0,423332.0,1959.0,6037.0,2017-06-16
3.0,2.0,1688.0,5151.0,304580.0,1973.0,6059.0,2017-07-12
3.0,1.0,1191.0,5979.0,114401.0,1926.0,6037.0,2017-06-28
4.0,3.0,2434.0,10406.0,272624.0,1964.0,6037.0,2017-02-10
3.0,1.0,1983.0,8876.0,220758.0,1949.0,6037.0,2017-04-07
3.0,2.0,1436.0,3222.0,209021.0,1984.0,6037.0,2017-08-17
5.0,2.0,1941.0,6715.0,264704.0,1956.0,6111.0,2017-09-08
2.0,2.0,1095.0,2368.0,172284.0,1964.0,6059.0,2017-08-31
3.0,2.0,1222.0,8461.0,477166.0,1987.0,6111.0,2017-06-12
3.0,2.0,2010.0,11344.0,204691.0,1959.0,6037.0,2017-09-12
2.0,1.0,1044.0,4798.0,127214.0,1928.0,6037.0,2017-01-18
5.0,2.0,1700.0,7478.0,58680.0,1956.0,6059.0,2017-02-20
3.0,1.0,1267.0,6023.0,79549.0,1949.0,6037.0,2017-05-17
3.0,2.0,1893.0,6489.0,541506.0,1963.0,6059.0,2017-05-31
4.0,2.0,1128.0,6065.0,56282.0,1955.0,6037.0,2017-02-14
3.0,2.0,1830.0,5858.0,406176.0,1966.0,6037.0,2017-08-02
3.0,2.0,1240.0,7500.0,171314.0,1947.0,6037.0,2017-08-15
4.0,3.0,2226.0,7383.0,128401.0,1969.0,6059.0,2017-04-18
4.0,2.5,2179.0,3274.0,456247.0,2002.0,6059.0,2017-09-01
5.0,3.0,2868.0,4743.0,578338.0,1992.0,6059.0,2017-07-18
4.0,3.0,2241.0,9522.0,474273.0,1976.0,6037.0,2017-03-16
3.0,3.0,1786.0,8148.0,496754.0,1968.0,6037.0,2017-03-15
3.0,1.0,1057.0,7833.0,218074.0,1938.0,6037.0,2017-01-30
2.0,2.0,632.0,8444.0,22729.0,1938.0,6037.0,2017-07-05
3.0,1.0,992.0,4569.0,202844.0,1954.0,6037.0,2017-08-08
4.0,2.0,1574.0,7420.0,579898.0,1963.0,6059.0,2017-04-14
3.0,3.0,2278.0,8233.0,553500.0,1969.0,6037.0,2017-03-29
3.0,2.0,1029.0,7508.0,402340.0,1983.0,6037.0,2017-04-07
3.0,2.0,1836.0,14944.0,430719.0,1967.0,6037.0,2017-05-12
2.0,1.0,1008.0,4845.0,49853.0,1951.0,6037.0,2017-02-07
3.0,2.0,1224.0,6893.0,490000.0,1953.0,6037.0,2017-07-28
4.0,3.0,3218.0,7529.0,728365.0,1932.0,6037.0,2017-01-27
3.0,2.0,1096.0,4480.0,130181.0,1948.0,6037.0,2017-06-21
3.0,1.0,1036.0,6313.0,36395.0,1947.0,6037.0,2017-05-16
4.0,2.0,1448.0,5976.0,110616.0,1950.0,6037.0,2017-03-14
3.0,1.0,1080.0,6679.0,58352.0,1912.0,6037.0,2017-03-21
2.0,1.0,874.0,6480.0,102768.0,1955.0,6037.0,2017-05-19
3.0,2.0,1524.0,6005.0,106336.0,1988.0,6037.0,2017-03-18
4.0,3.0,1644.0,4050.0,261931.0,1978.0,6059.0,2017-04-19
2.0,1.0,894.0,2651.0,24806.0,1926.0,6037.0,2017-05-19
4.0,2.0,1311.0,5344.0,120076.0,1972.0,6037.0,2017-01-31
3.0,2.0,1486.0,7018.0,145180.0,1967.0,6037.0,2017-09-19
3.0,1.0,975.0,5900.0,353677.0,1943.0,6037.0,2017-03-20
3.0,1.0,1129.0,5512.0,294315.0,1950.0,6037.0,2017-08-09
3.0,2.0,1361.0,5399.0,258882.0,1968.0,6037.0,2017-06-28
5.0,4.0,2557.0,41252.0,270838.0,1960.0,6037.0,2017-01-10
5.0,3.0,3372.0,17827.0,717551.0,1980.0,6037.0,2017-01-12
2.0,1.0,968.0,7730.0,481352.0,1936.0,6037.0,2017-03-15
3.0,2.0,1406.0,6001.0,38053.0,1948.0,6037.0,2017-06-28
3.0,2.0,1908.0,8000.0,750762.0,1986.0,6059.0,2017-05-31
4.0,2.0,1740.0,8239.0,543906.0,1970.0,6037.0,2017-02-02
3.0,3.0,1594.0,7084.0,408163.0,1948.0,6037.0,2017-04-05
4.0,2.0,1257.0,6160.0,223792.0,1955.0,6037.0,2017-02-14
3.0,2.0,1864.0,6422.0,282281.0,1947.0,6037.0,2017-07-28
3.0,2.0,1401.0,7403.0,108475.0,1957.0,6037.0,2017-07-31
4.0,2.0,2007.0,5000.0,74133.0,1970.0,6059.0,2017-08-29
3.0,2.0,1577.0,12018.0,106405.0,1961.0,6037.0,2017-08-11
4.0,2.0,1546.0,5903.0,134606.0,1942.0,6037.0,2017-05-18
2.0,2.0,2062.0,8775.0,321596.0,1981.0,6059.0,2017-08-31
3.0,2.0,1100.0,7099.0,327671.0,1956.0,6037.0,2017-07-07
2.0,1.0,1034.0,4764.0,175643.0,1924.0,6037.0,2017-09-01
3.0,1.5,1142.0,7590.0,242284.0,1955.0,6059.0,2017-07-13
2.0,1.0,1039.0,6750.0,266062.0,1928.0,6059.0,2017-04-14
3.0,2.0,1240.0,5376.0,346659.0,1977.0,6037.0,2017-01-18
3.0,1.0,1904.0,6249.0,584417.0,1912.0,6037.0,2017-03-24
3.0,2.0,1457.0,5450.0,573000.0,1953.0,6037.0,2017-08-03
3.0,2.0,1141.0,7670.0,54462.0,1957.0,6059.0,2017-05-31
2.0,1.0,1568.0,487496.0,159728.0,1955.0,6037.0,2017-06-19
4.0,2.0,1610.0,5460.0,374035.0,1952.0,6037.0,2017-04-05
4.0,3.0,2509.0,10400.0,862000.0,1985.0,6059.0,2017-08-30
3.0,1.0,1044.0,5049.0,33498.0,1956.0,6037.0,2017-08-14
3.0,2.0,1347.0,7744.0,479197.0,1960.0,6037.0,2017-02-09
4.0,3.0,2164.0,5887.0,116428.0,1970.0,6037.0,2017-06-16
5.0,4.0,2604.0,6678.0,372662.0,1949.0,6037.0,2017-02-01
4.0,2.0,1564.0,7834.0,312769.0,1940.0,6037.0,2017-03-30
2.0,1.0,816.0,5200.0,27970.0,1909.0,6037.0,2017-01-31
4.0,2.5,2117.0,2400.0,370972.0,1994.0,6059.0,2017-07-14
4.0,2.5,2099.0,5000.0,323312.0,1972.0,6059.0,2017-04-14
3.0,3.0,2219.0,7516.0,472830.0,1999.0,6037.0,2017-04-21
5.0,2.0,1613.0,7495.0,63531.0,1954.0,6037.0,2017-01-12
3.0,2.0,1386.0,7507.0,71604.0,1957.0,6037.0,2017-04-28
4.0,3.0,2609.0,5048.0,467356.0,2002.0,6059.0,2017-04-21
5.0,3.0,2387.0,9961.0,201593.0,2005.0,6037.0,2017-07-20
3.0,2.0,1467.0,5131.0,400324.0,1959.0,6037.0,2017-05-17
2.0,1.0,1226.0,5624.0,196374.0,1924.0,6037.0,2017-08-08
3.0,2.0,1681.0,10416.0,119610.0,1959.0,6037.0,2017-05-22
5.0,3.0,1904.0,7516.0,187682.0,1965.0,6037.0,2017-01-11
2.0,1.0,1300.0,4302.0,305482.0,1938.0,6037.0,2017-03-30
3.0,2.0,1640.0,6488.0,67261.0,1952.0,6037.0,2017-07-05
3.0,2.0,1521.0,12762.0,309095.0,1977.0,6037.0,2017-05-25
4.0,2.0,1578.0,5093.0,297619.0,1965.0,6037.0,2017-08-15
3.0,2.0,1729.0,6823.0,619301.0,1963.0,6037.0,2017-08-24
4.0,3.0,2354.0,7452.0,99315.0,1969.0,6111.0,2017-07-25
3.0,3.0,2035.0,7190.0,691954.0,1977.0,6037.0,2017-06-27
3.0,2.0,1208.0,4691.0,154186.0,1996.0,6037.0,2017-01-26
2.0,1.0,1574.0,10687.0,289487.0,1948.0,6037.0,2017-03-16
3.0,2.5,2415.0,3540.0,236621.0,1971.0,6059.0,2017-08-25
3.0,2.0,1150.0,7497.0,328920.0,1960.0,6037.0,2017-07-27
3.0,1.0,1238.0,5514.0,149630.0,1949.0,6037.0,2017-02-14
3.0,2.5,2112.0,4433.0,880204.0,1996.0,6059.0,2017-06-01
3.0,2.0,1430.0,5920.0,125364.0,1953.0,6037.0,2017-03-31
5.0,4.0,2834.0,11024.0,182498.0,1976.0,6037.0,2017-05-03
2.0,2.0,1689.0,6749.0,769772.0,1939.0,6037.0,2017-09-14
2.0,2.0,1462.0,6265.0,183445.0,1959.0,6037.0,2017-07-28
3.0,1.0,1062.0,5146.0,389000.0,1955.0,6037.0,2017-08-17
3.0,1.0,1192.0,5008.0,217074.0,1952.0,6037.0,2017-05-17
4.0,2.5,2803.0,7128.0,110633.0,1971.0,6059.0,2017-04-14
2.0,1.0,952.0,6538.0,308030.0,1925.0,6037.0,2017-02-06
3.0,2.0,1612.0,4750.0,282202.0,1968.0,6037.0,2017-06-30
3.0,2.0,1461.0,14124.0,412867.0,1964.0,6037.0,2017-02-15
5.0,3.0,3098.0,12349.0,282991.0,1936.0,6037.0,2017-08-11
3.0,2.0,1399.0,6000.0,330971.0,1955.0,6111.0,2017-03-09
3.0,2.0,1297.0,10339.0,683449.0,1939.0,6111.0,2017-09-08
4.0,2.0,1719.0,11256.0,427182.0,1956.0,6037.0,2017-04-07
3.0,1.0,1185.0,8625.0,198121.0,1947.0,6037.0,2017-03-30
4.0,2.0,1646.0,7200.0,369291.0,1954.0,6059.0,2017-05-26
3.0,2.0,1481.0,6526.0,299968.0,1940.0,6037.0,2017-05-17
2.0,1.0,980.0,23699.0,38159.0,1984.0,6037.0,2017-07-31
3.0,2.0,1698.0,7012.0,395133.0,1947.0,6037.0,2017-03-30
2.0,2.0,1431.0,3591.0,465990.0,1974.0,6059.0,2017-02-27
3.0,2.0,2132.0,8800.0,710675.0,1978.0,6059.0,2017-04-18
4.0,2.0,1910.0,6749.0,485571.0,1921.0,6037.0,2017-01-26
5.0,3.5,2527.0,5253.0,542116.0,2000.0,6059.0,2017-07-19
3.0,2.0,1513.0,6277.0,361890.0,1952.0,6037.0,2017-05-23
3.0,2.0,1227.0,6317.0,110602.0,1956.0,6111.0,2017-04-27
3.0,2.0,2013.0,11455.0,249549.0,1990.0,6037.0,2017-07-31
3.0,3.0,2005.0,6200.0,267458.0,1976.0,6059.0,2017-02-23
2.0,1.0,946.0,8879.0,205897.0,1954.0,6037.0,2017-07-06
2.0,1.0,958.0,3027.0,184554.0,1951.0,6037.0,2017-03-31
2.0,1.0,744.0,6493.0,131225.0,1946.0,6037.0,2017-01-31
4.0,3.0,1935.0,7214.0,506836.0,1957.0,6059.0,2017-07-07
4.0,2.0,1594.0,9775.0,548832.0,1963.0,6037.0,2017-08-21
4.0,4.0,2186.0,6894.0,378716.0,1920.0,6037.0,2017-08-10
4.0,2.0,1404.0,7638.0,435908.0,1955.0,6037.0,2017-08-18
3.0,2.0,1506.0,7000.0,64630.0,1965.0,6111.0,2017-06-12
3.0,2.0,1233.0,8844.0,312247.0,1960.0,6111.0,2017-09-11
3.0,2.0,1319.0,9032.0,198708.0,1986.0,6037.0,2017-09-19
3.0,1.5,1110.0,7705.0,277405.0,1959.0,6059.0,2017-05-26
3.0,2.0,1307.0,6000.0,606000.0,1963.0,6059.0,2017-07-10
3.0,2.0,1322.0,6600.0,55761.0,1956.0,6059.0,2017-07-07
2.0,2.0,1896.0,8005.0,174834.0,1950.0,6037.0,2017-06-15
4.0,2.0,1753.0,5526.0,632000.0,1961.0,6037.0,2017-05-19
3.0,3.0,2313.0,14239.0,527354.0,1957.0,6037.0,2017-05-24
3.0,2.0,1570.0,7592.0,442096.0,1959.0,6037.0,2017-03-10
4.0,4.0,3266.0,11679.0,615016.0,1936.0,6037.0,2017-01-10
5.0,2.0,1905.0,6065.0,623962.0,1965.0,6059.0,2017-04-13
4.0,3.0,1938.0,6111.0,420353.0,1981.0,6037.0,2017-04-10
3.0,2.5,1767.0,10900.0,655345.0,1966.0,6111.0,2017-03-09
3.0,1.0,929.0,7505.0,36399.0,1948.0,6037.0,2017-05-24
4.0,2.5,1964.0,13170.0,468100.0,1962.0,6111.0,2017-09-08
2.0,1.0,1097.0,6000.0,155014.0,1910.0,6059.0,2017-07-07
3.0,2.0,1681.0,7103.0,255354.0,1989.0,6037.0,2017-03-17
3.0,1.0,1325.0,5726.0,190815.0,1942.0,6037.0,2017-07-05
4.0,3.0,2294.0,13775.0,109530.0,1969.0,6059.0,2017-02-27
3.0,3.0,1887.0,5656.0,515000.0,2004.0,6037.0,2017-03-02
3.0,3.0,1836.0,7574.0,333086.0,1964.0,6037.0,2017-09-19
5.0,3.0,2713.0,10172.0,908013.0,1968.0,6037.0,2017-05-15
3.0,3.0,2392.0,7084.0,361110.0,1949.0,6037.0,2017-06-27
3.0,2.0,1258.0,6623.0,52787.0,1954.0,6037.0,2017-03-24
4.0,2.0,1846.0,6500.0,392583.0,1966.0,6059.0,2017-08-25
3.0,3.0,1419.0,9120.0,439458.0,1952.0,6059.0,2017-04-12
3.0,2.0,1577.0,5728.0,428198.0,1951.0,6037.0,2017-02-03
3.0,2.0,1619.0,5000.0,319965.0,1968.0,6059.0,2017-05-31
3.0,2.0,1392.0,6438.0,548337.0,1979.0,6037.0,2017-03-24
3.0,2.5,2208.0,10887.0,811184.0,1990.0,6059.0,2017-06-01
3.0,1.0,1126.0,21804.0,61670.0,1939.0,6037.0,2017-03-10
3.0,1.0,1066.0,5039.0,258424.0,1950.0,6037.0,2017-02-03
3.0,1.5,1296.0,1584.0,482243.0,1964.0,6059.0,2017-04-13
4.0,2.0,1442.0,6055.0,522000.0,1956.0,6037.0,2017-05-22
3.0,2.0,2099.0,10000.0,520117.0,1957.0,6059.0,2017-02-17
2.0,2.0,1030.0,6431.0,150450.0,1955.0,6037.0,2017-04-10
4.0,2.0,1985.0,11177.0,109023.0,1950.0,6037.0,2017-04-07
3.0,2.0,1787.0,9862.0,78416.0,1962.0,6059.0,2017-05-31
3.0,2.0,1368.0,5062.0,319262.0,1976.0,6037.0,2017-04-07
3.0,1.0,1724.0,6443.0,326407.0,1940.0,6037.0,2017-06-23
2.0,1.0,1257.0,6188.0,596176.0,1937.0,6037.0,2017-08-09
3.0,3.5,3422.0,8362.0,664346.0,1994.0,6059.0,2017-04-11
3.0,2.0,1779.0,6766.0,413367.0,1950.0,6037.0,2017-02-01
3.0,1.0,1014.0,5914.0,67161.0,1948.0,6037.0,2017-03-24
4.0,3.0,2246.0,6434.0,701692.0,1963.0,6037.0,2017-01-26
4.0,3.0,2967.0,5962.0,670064.0,1981.0,6111.0,2017-01-05
3.0,2.5,1454.0,2000.0,410000.0,1978.0,6059.0,2017-05-26
2.0,1.0,868.0,5800.0,297089.0,1950.0,6037.0,2017-01-19
4.0,3.0,2475.0,16468.0,150528.0,1957.0,6037.0,2017-05-03
3.0,2.5,2114.0,5850.0,387033.0,1978.0,6059.0,2017-07-12
3.0,1.0,1710.0,8014.0,353537.0,1944.0,6037.0,2017-07-27
4.0,3.0,1581.0,3521.0,158333.0,1988.0,6037.0,2017-05-16
4.0,3.0,2569.0,5926.0,152596.0,2001.0,6037.0,2017-01-17
3.0,2.0,1130.0,5228.0,223273.0,1954.0,6037.0,2017-03-31
3.0,2.0,989.0,5653.0,81185.0,1956.0,6037.0,2017-07-05
4.0,2.0,1978.0,6220.0,261294.0,1964.0,6037.0,2017-05-17
3.0,2.0,1773.0,8544.0,200007.0,1978.0,6037.0,2017-06-29
2.0,1.0,1237.0,7296.0,460000.0,1949.0,6037.0,2017-05-02
2.0,1.0,1040.0,5189.0,322608.0,1964.0,6037.0,2017-08-17
3.0,3.0,2344.0,4950.0,456474.0,1989.0,6037.0,2017-03-31
3.0,3.0,1571.0,9369.0,374370.0,1989.0,6037.0,2017-01-13
3.0,3.0,1835.0,7502.0,346958.0,1955.0,6037.0,2017-01-08
3.0,2.0,1375.0,6600.0,90685.0,1964.0,6111.0,2017-07-24
3.0,2.5,1716.0,4400.0,126711.0,1987.0,6059.0,2017-04-18
4.0,2.5,1959.0,7201.0,514072.0,1976.0,6059.0,2017-02-22
3.0,1.0,1225.0,6747.0,69653.0,1955.0,6037.0,2017-02-03
2.0,1.0,1190.0,6737.0,377968.0,1938.0,6037.0,2017-05-23
4.0,3.0,2810.0,20526.0,604615.0,1983.0,6037.0,2017-05-24
2.0,2.0,1344.0,6733.0,282937.0,1946.0,6037.0,2017-04-25
3.0,2.0,1505.0,5896.0,230438.0,1944.0,6037.0,2017-06-20
4.0,2.0,1589.0,5838.0,256239.0,1968.0,6037.0,2017-06-23
3.0,2.0,1275.0,10007.0,283815.0,1949.0,6037.0,2017-08-09
3.0,2.0,1727.0,5202.0,294655.0,1950.0,6037.0,2017-06-30
3.0,1.0,1268.0,8175.0,202391.0,1952.0,6037.0,2017-07-06
4.0,2.0,2781.0,8605.0,217958.0,1922.0,6037.0,2017-06-26
4.0,4.0,2804.0,10849.0,662075.0,1958.0,6037.0,2017-01-20
3.0,2.0,1936.0,11281.0,378886.0,1963.0,6037.0,2017-01-06
3.0,1.0,968.0,5161.0,410000.0,1950.0,6037.0,2017-06-29
2.0,1.0,520.0,3270.0,87227.0,1926.0,6037.0,2017-01-24
3.0,3.0,2790.0,7191.0,632623.0,1999.0,6059.0,2017-02-27
4.0,2.0,1934.0,8701.0,380857.0,1981.0,6111.0,2017-07-26
4.0,2.0,2470.0,7348.0,63115.0,1927.0,6037.0,2017-05-15
3.0,3.0,1436.0,7315.0,175264.0,1979.0,6037.0,2017-02-13
4.0,2.0,2234.0,13401.0,98116.0,1965.0,6037.0,2017-06-27
5.0,3.0,2925.0,7959.0,570000.0,2000.0,6037.0,2017-06-05
4.0,2.0,1712.0,7062.0,75049.0,1956.0,6059.0,2017-07-10
3.0,2.0,1459.0,7563.0,204310.0,1956.0,6037.0,2017-07-28
3.0,2.0,1553.0,7563.0,419284.0,1957.0,6037.0,2017-03-01
3.0,1.0,1586.0,8600.0,570993.0,1930.0,6037.0,2017-05-24
4.0,4.0,3163.0,8496.0,439511.0,2006.0,6059.0,2017-02-22
3.0,2.0,1441.0,6991.0,238360.0,1948.0,6037.0,2017-02-14
2.0,2.0,1807.0,7557.0,309545.0,1952.0,6037.0,2017-03-30
3.0,2.0,1396.0,6012.0,120690.0,1952.0,6037.0,2017-07-03
3.0,2.5,1785.0,3057.0,507034.0,1980.0,6111.0,2017-01-06
5.0,2.0,1670.0,6050.0,429777.0,1951.0,6037.0,2017-03-30
3.0,1.0,1089.0,6592.0,118662.0,1955.0,6037.0,2017-03-17
3.0,2.0,1422.0,6166.0,404638.0,1954.0,6037.0,2017-05-22
4.0,2.0,2605.0,9795.0,884197.0,1947.0,6037.0,2017-05-12
3.0,2.0,1272.0,8640.0,404068.0,1957.0,6037.0,2017-06-16
3.0,3.0,2801.0,5100.0,522614.0,1992.0,6059.0,2017-04-14
2.0,1.0,788.0,5800.0,187601.0,1938.0,6037.0,2017-03-25
2.0,1.0,812.0,7273.0,472202.0,1938.0,6037.0,2017-04-07
3.0,2.0,1294.0,6191.0,506000.0,1960.0,6037.0,2017-02-09
3.0,2.0,1280.0,7559.0,259527.0,1962.0,6037.0,2017-02-10
3.0,3.0,2057.0,7102.0,356137.0,1905.0,6037.0,2017-01-26
3.0,1.0,1550.0,7056.0,348696.0,1951.0,6111.0,2017-07-24
4.0,2.0,1351.0,10162.0,389798.0,1959.0,6037.0,2017-06-26
2.0,2.0,1166.0,5000.0,234313.0,1969.0,6059.0,2017-06-01
4.0,3.0,2318.0,2881.0,768047.0,2015.0,6059.0,2017-09-08
3.0,3.0,1197.0,2204.0,141613.0,1979.0,6037.0,2017-05-19
3.0,2.0,1186.0,7301.0,228495.0,1954.0,6037.0,2017-05-24
