bedrooms,bathrooms,area,lot_area,tax_value,year_built,fips
4.0,2.5,1843.0,7452.0,371851.0,1983.0,6111.0
4.0,2.5,1919.0,5936.0,303808.0,1976.0,6059.0
4.0,2.0,2099.0,6172.0,892000.0,1965.0,6037.0
4.0,2.0,1242.0,7307.0,299146.0,1955.0,6037.0
3.0,2.0,1200.0,17825.0,250120.0,1972.0,6037.0
3.0,3.0,2320.0,9555.0,849135.0,1956.0,6037.0
4.0,2.0,2160.0,8797.0,601590.0,1913.0,6037.0
4.0,2.0,2026.0,9306.0,101234.0,1961.0,6037.0
3.0,2.0,1120.0,4281.0,47371.0,1960.0,6037.0
3.0,2.0,1280.0,3436.0,80516.0,1948.0,6037.0
3.0,2.0,1127.0,4379.0,255433.0,1962.0,6111.0
3.0,4.0,2108.0,5831.0,490000.0,1906.0,6037.0
3.0,2.0,1192.0,5003.0,49569.0,1954.0,6037.0
4.0,3.0,1985.0,8439.0,629454.0,1989.0,6037.0
4.0,2.0,1142.0,4876.0,138176.0,1927.0,6037.0
4.0,2.5,2035.0,27545.0,639606.0,1976.0,6111.0
4.0,2.0,1534.0,5405.0,881435.0,1955.0,6037.0
4.0,3.0,2346.0,5768.0,295000.0,1926.0,6037.0
3.0,1.0,1056.0,6699.0,324166.0,1948.0,6037.0
4.0,3.5,2885.0,4888.0,815866.0,2000.0,6059.0
3.0,1.0,1245.0,5842.0,148284.0,1951.0,6037.0
2.0,1.0,1036.0,6761.0,190843.0,1941.0,6037.0
3.0,3.0,1346.0,9145.0,125468.0,1963.0,6037.0
3.0,3.0,2849.0,8800.0,450706.0,1991.0,6059.0
4.0,2.0,1624.0,7344.0,162595.0,1976.0,6037.0
5.0,3.0,2494.0,10361.0,545337.0,1976.0,6037.0
4.0,3.0,2312.0,13545.0,631800.0,1986.0,6037.0
2.0,1.0,1040.0,2708.0,155330.0,1912.0,6037.0
3.0,2.0,1528.0,7944.0,450938.0,1964.0,6111.0
4.0,3.0,1572.0,6768.0,313311.0,1954.0,6037.0
4.0,2.0,1678.0,10008.0,321954.0,1955.0,6037.0
3.0,2.0,1366.0,4981.0,299106.0,1939.0,6037.0
3.0,1.0,1467.0,6533.0,326192.0,1934.0,6037.0
3.0,2.0,1309.0,7605.0,60573.0,1957.0,6059.0
4.0,3.0,2820.0,13941.0,613696.0,1965.0,6037.0
4.0,2.0,1822.0,7900.0,249911.0,1964.0,6059.0
3.0,2.5,1450.0,1863.0,385218.0,1974.0,6059.0
3.0,3.0,1584.0,4519.0,162337.0,2006.0,6037.0
4.0,3.0,1547.0,2012.0,294408.0,1973.0,6059.0
2.0,2.0,1194.0,33571.0,81956.0,1923.0,6037.0
2.0,1.5,1392.0,2054.0,450000.0,1973.0,6059.0
2.0,1.0,813.0,5499.0,488908.0,1950.0,6037.0
3.0,2.0,1360.0,7478.0,152071.0,1937.0,6037.0
2.0,1.0,1024.0,9620.0,373444.0,1937.0,6059.0
2.0,1.0,820.0,6290.0,108004.0,1950.0,6037.0
4.0,2.0,1699.0,12267.0,941995.0,1934.0,6059.0
2.0,1.0,1080.0,4671.0,41776.0,1921.0,6037.0
3.0,2.0,1300.0,8871.0,255811.0,1956.0,6037.0
4.0,3.0,2504.0,8250.0,481132.0,1986.0,6059.0
3.0,3.0,1645.0,7000.0,665704.0,1958.0,6059.0
2.0,2.0,1888.0,16574.0,122094.0,1952.0,6037.0
4.0,3.0,2156.0,11384.0,109517.0,1968.0,6037.0
3.0,2.0,1558.0,3018.0,90938.0,1963.0,6037.0
3.0,2.0,1400.0,8799.0,103445.0,1955.0,6037.0
3.0,1.0,1228.0,4024.0,74117.0,1941.0,6037.0
2.0,2.0,1630.0,7792.0,372187.0,1953.0,6037.0
3.0,2.0,1200.0,8434.0,423359.0,1954.0,6037.0
4.0,3.0,2610.0,5408.0,580298.0,1989.0,6037.0
3.0,3.0,2215.0,16966.0,279000.0,1982.0,6037.0
5.0,2.0,1920.0,7215.0,97855.0,1964.0,6059.0
3.0,2.0,2277.0,24650.0,339718.0,1974.0,6111.0
4.0,2.0,1434.0,7998.0,230646.0,1963.0,6059.0
3.0,2.0,2108.0,5031.0,435886.0,1964.0,6037.0
4.0,2.0,1242.0,7588.0,131484.0,1955.0,6037.0
3.0,2.0,1556.0,5717.0,378038.0,1953.0,6037.0
3.0,1.0,1344.0,5569.0,180728.0,1928.0,6037.0
4.0,3.0,3052.0,13539.0,206861.0,1962.0,6037.0
5.0,2.0,2134.0,6500.0,387276.0,1968.0,6111.0
4.0,2.5,2193.0,6600.0,266435.0,1964.0,6111.0
2.0,1.0,884.0,4800.0,60408.0,1922.0,6037.0
3.0,3.0,2390.0,6459.0,781147.0,1999.0,6037.0
3.0,1.0,1045.0,7601.0,215575.0,1951.0,6037.0
3.0,1.0,1120.0,5182.0,83621.0,1955.0,6037.0
2.0,1.0,592.0,2297.0,15271.0,1917.0,6037.0
3.0,2.0,1536.0,7006.0,279105.0,1988.0,6037.0
2.0,2.0,1378.0,4995.0,154641.0,1988.0,6037.0
2.0,2.0,1932.0,6971010.0,295000.0,1998.0,6037.0
3.0,1.0,976.0,5364.0,255177.0,1940.0,6037.0
4.0,2.0,1287.0,6091.0,68624.0,1955.0,6037.0
2.0,1.0,1154.0,7154.0,315640.0,1940.0,6037.0
2.0,1.0,1168.0,6518.0,141853.0,1952.0,6037.0
3.0,3.0,2599.0,15067.0,431620.0,1947.0,6037.0
2.0,1.0,1109.0,5288.0,174255.0,1937.0,6037.0
3.0,3.0,1916.0,2925.0,348774.0,1997.0,6059.0
3.0,2.0,1554.0,8271.0,77617.0,1967.0,6037.0
3.0,2.0,1552.0,3429.0,341463.0,1984.0,6037.0
3.0,2.0,1384.0,8250.0,337410.0,1956.0,6059.0
2.0,1.0,900.0,1920.0,36603.0,1949.0,6037.0
3.0,2.0,1675.0,6821.0,225000.0,1992.0,6037.0
4.0,2.0,1534.0,7615.0,161660.0,1980.0,6037.0
3.0,2.0,1569.0,6678.0,557040.0,1977.0,6111.0
4.0,2.0,2205.0,5900.0,74887.0,1964.0,6059.0
3.0,3.0,2262.0,8300.0,561567.0,1977.0,6059.0
3.0,1.0,2132.0,4799.0,51101.0,1912.0,6037.0
3.0,2.0,1922.0,22499.0,777000.0,1957.0,6037.0
3.0,2.0,1506.0,6074.0,407712.0,1953.0,6037.0
4.0,2.5,2917.0,20000.0,865662.0,1963.0,6059.0
4.0,2.0,2697.0,9714.0,166306.0,1963.0,6037.0
4.0,3.0,2012.0,7840.0,432768.0,1981.0,6111.0
3.0,2.0,1120.0,5247.0,543158.0,1975.0,6059.0
3.0,2.0,1473.0,6000.0,300593.0,1930.0,6111.0
3.0,1.0,1092.0,5000.0,237048.0,1950.0,6037.0
3.0,2.0,1804.0,29428.0,668000.0,1974.0,6111.0
2.0,1.0,762.0,4914.0,29146.0,1925.0,6037.0
3.0,2.0,1293.0,5633.0,79545.0,1949.0,6037.0
3.0,2.0,1230.0,7759.0,339286.0,1961.0,6037.0
3.0,3.0,2261.0,4350.0,381389.0,1990.0,6059.0
2.0,2.0,888.0,39720.0,147211.0,1985.0,6037.0
4.0,3.0,1952.0,8079.0,137060.0,1958.0,6037.0
3.0,2.0,1437.0,5760.0,189157.0,1939.0,6037.0
3.0,2.0,1774.0,7873.0,575290.0,1957.0,6037.0
2.0,1.0,816.0,4595.0,48681.0,1947.0,6037.0
3.0,2.0,1878.0,6250.0,839000.0,1946.0,6037.0
4.0,2.0,2115.0,11107.0,506384.0,1959.0,6037.0
4.0,1.5,1254.0,814.0,180303.0,1964.0,6059.0
3.0,3.0,1764.0,7296.0,334223.0,1997.0,6037.0
2.0,1.0,1136.0,6391.0,259512.0,1941.0,6037.0
3.0,2.0,1251.0,7245.0,233688.0,1955.0,6037.0
4.0,3.0,1360.0,4989.0,290781.0,1926.0,6037.0
3.0,2.0,1596.0,5265.0,93334.0,1947.0,6037.0
2.0,1.0,1044.0,6391.0,37016.0,1962.0,6037.0
3.0,2.0,1720.0,12333.0,396291.0,1953.0,6037.0
3.0,2.0,1571.0,107158.0,228000.0,1953.0,6037.0
3.0,1.0,1281.0,5113.0,305731.0,1951.0,6037.0
3.0,2.0,1084.0,5509.0,195133.0,1947.0,6037.0
3.0,1.0,1068.0,5206.0,47787.0,1952.0,6037.0
3.0,3.0,2996.0,6652.0,609149.0,1999.0,6037.0
3.0,2.0,1733.0,2655.0,383620.0,1977.0,6059.0
3.0,2.0,1380.0,8037.0,192239.0,1954.0,6037.0
3.0,2.0,1839.0,10930.0,114073.0,1969.0,6037.0
4.0,2.0,1488.0,6000.0,295745.0,1969.0,6059.0
3.0,3.0,2025.0,4065.0,687348.0,1990.0,6037.0
3.0,2.0,1245.0,7200.0,245400.0,1956.0,6037.0
3.0,2.0,1505.0,7000.0,436772.0,1959.0,6059.0
3.0,2.0,1107.0,7800.0,540000.0,1953.0,6059.0
2.0,2.0,868.0,9349.0,119373.0,1982.0,6111.0
2.0,1.0,931.0,6298.0,85845.0,1947.0,6037.0
5.0,4.0,2396.0,6454.0,329230.0,1989.0,6037.0
3.0,2.0,1195.0,7500.0,353537.0,1953.0,6037.0
4.0,2.0,1525.0,6820.0,59203.0,1955.0,6059.0
3.0,2.0,1807.0,71893.0,232343.0,1992.0,6037.0
3.0,2.0,1161.0,4856.0,240259.0,1938.0,6037.0
3.0,2.0,1976.0,17222.0,704947.0,1961.0,6037.0
3.0,1.0,1233.0,7256.0,54213.0,1951.0,6037.0
3.0,2.0,1260.0,5082.0,113935.0,1950.0,6037.0
2.0,2.0,1414.0,6155.0,111200.0,1939.0,6037.0
4.0,2.0,2028.0,6176.0,577309.0,1940.0,6037.0
4.0,2.5,2474.0,5685.0,379970.0,1981.0,6059.0
2.0,1.0,726.0,3484.0,137268.0,1956.0,6037.0
5.0,3.0,1824.0,8814.0,102470.0,1965.0,6037.0
3.0,1.0,1052.0,5489.0,269463.0,1950.0,6037.0
2.0,1.0,1101.0,8405.0,46543.0,1950.0,6037.0
2.0,2.0,2254.0,7350.0,74047.0,1965.0,6059.0
2.0,1.0,1124.0,5100.0,172487.0,1928.0,6037.0
4.0,2.0,1875.0,10884.0,612288.0,1968.0,6037.0
3.0,2.0,1623.0,7103.0,492779.0,1937.0,6037.0
4.0,3.0,2308.0,18397.0,407775.0,1963.0,6037.0
3.0,2.0,1422.0,7264.0,551738.0,1985.0,6037.0
3.0,2.0,1918.0,5047.0,192148.0,1922.0,6037.0
4.0,3.0,2162.0,6004.0,362013.0,1953.0,6037.0
4.0,2.5,1122.0,6000.0,201709.0,1957.0,6111.0
4.0,3.0,2703.0,16570.0,797147.0,1926.0,6037.0
3.0,2.0,1492.0,5159.0,324923.0,2001.0,6111.0
4.0,3.5,2382.0,6568.0,706315.0,1990.0,6111.0
4.0,3.0,2206.0,8225.0,395954.0,1978.0,6037.0
3.0,2.0,1215.0,7554.0,385524.0,1964.0,6037.0
4.0,2.0,2018.0,6296.0,700082.0,1925.0,6037.0
2.0,2.0,1869.0,9550.0,708607.0,1951.0,6037.0
3.0,2.5,2844.0,8128.0,703468.0,2001.0,6111.0
4.0,3.0,2223.0,9464.0,416091.0,1947.0,6037.0
5.0,3.0,2270.0,9240.0,448054.0,1967.0,6059.0
3.0,2.0,1066.0,6000.0,163146.0,1958.0,6111.0
4.0,3.0,3214.0,43316.0,446278.0,1978.0,6037.0
3.0,3.0,1674.0,15646.0,386849.0,1994.0,6037.0
4.0,3.0,2099.0,14520.0,713000.0,1959.0,6111.0
4.0,2.0,1371.0,7200.0,382000.0,1958.0,6059.0
3.0,1.0,1216.0,5238.0,296043.0,1952.0,6037.0
3.0,1.0,1026.0,4908.0,207675.0,1948.0,6037.0
4.0,3.0,2462.0,7705.0,746231.0,1943.0,6037.0
3.0,2.0,1659.0,9914.0,134853.0,1949.0,6037.0
3.0,1.0,1707.0,6700.0,331369.0,1945.0,6111.0
4.0,3.0,2623.0,6778.0,381858.0,1985.0,6037.0
3.0,2.0,1369.0,5178.0,287136.0,1969.0,6037.0
3.0,2.0,1383.0,6026.0,251871.0,1956.0,6037.0
3.0,2.0,1378.0,6101.0,307490.0,1957.0,6111.0
3.0,2.0,2043.0,10400.0,371027.0,1965.0,6059.0
2.0,1.0,912.0,217800.0,276216.0,1973.0,6111.0
3.0,2.5,1879.0,4600.0,788671.0,1987.0,6059.0
3.0,2.0,1674.0,5252.0,169753.0,1968.0,6037.0
3.0,1.0,1280.0,6693.0,136871.0,1973.0,6037.0
4.0,3.0,1640.0,7760.0,216811.0,1950.0,6037.0
4.0,2.0,1170.0,8158.0,127782.0,1958.0,6037.0
2.0,1.0,1020.0,4933.0,519958.0,1930.0,6037.0
2.0,1.0,908.0,3994.0,200215.0,1924.0,6037.0
3.0,1.0,1068.0,6848.0,62909.0,1950.0,6037.0
3.0,2.0,1601.0,7247.0,231000.0,1989.0,6037.0
3.0,2.0,1262.0,5819.0,279320.0,1954.0,6037.0
4.0,2.0,1468.0,5436.0,98323.0,1954.0,6037.0
3.0,3.0,2304.0,9903.0,823626.0,1984.0,6037.0
4.0,3.0,1824.0,9770.0,650000.0,1998.0,6037.0
3.0,3.0,2121.0,6185.0,282185.0,1962.0,6059.0
3.0,2.0,1504.0,5806.0,485000.0,1955.0,6059.0
2.0,2.0,995.0,3006.0,72942.0,1926.0,6037.0
3.0,2.0,1542.0,10015.0,158071.0,1950.0,6037.0
3.0,2.0,1456.0,5756.0,400122.0,1950.0,6037.0
3.0,2.0,1227.0,6585.0,203863.0,1977.0,6111.0
3.0,2.0,2081.0,10300.0,418645.0,1957.0,6059.0
3.0,2.0,1379.0,8091.0,384463.0,1940.0,6037.0
3.0,2.0,1323.0,4250.0,710000.0,1977.0,6059.0
3.0,3.0,2880.0,23523.0,737109.0,1988.0,6111.0
3.0,3.0,1768.0,8072.0,809528.0,1973.0,6037.0
3.0,2.5,1799.0,3420.0,548961.0,1989.0,6059.0
3.0,3.0,2114.0,2667.0,314113.0,1982.0,6037.0
3.0,2.0,1413.0,5292.0,75011.0,1961.0,6037.0
4.0,3.0,1546.0,3480.0,446234.0,1989.0,6059.0
4.0,2.0,1362.0,7320.0,437938.0,1962.0,6059.0
4.0,3.0,2352.0,6338.0,286385.0,2002.0,6037.0
3.0,2.0,1470.0,5145.0,262204.0,1947.0,6037.0
3.0,1.0,1036.0,6566.0,350768.0,1949.0,6037.0
2.0,2.0,1385.0,3562.0,513000.0,1976.0,6059.0
3.0,2.0,1256.0,5771.0,75340.0,1952.0,6037.0
4.0,2.5,2559.0,6090.0,517429.0,2000.0,6059.0
3.0,2.0,1474.0,20893.0,349494.0,1955.0,6037.0
2.0,2.5,1304.0,1349.0,328058.0,1986.0,6059.0
2.0,2.0,1460.0,7865.0,129348.0,1948.0,6037.0
3.0,2.0,1562.0,7500.0,370632.0,1961.0,6059.0
4.0,2.0,1634.0,6100.0,67857.0,1964.0,6059.0
4.0,2.0,1330.0,2496.0,65800.0,1962.0,6037.0
5.0,3.0,1676.0,6055.0,185913.0,1956.0,6037.0
3.0,2.0,1358.0,8949.0,482764.0,1956.0,6037.0
3.0,2.0,1176.0,6055.0,384934.0,1948.0,6037.0
3.0,2.0,1520.0,6760.0,306239.0,1950.0,6111.0
4.0,2.5,2778.0,5841.0,440258.0,1967.0,6059.0
3.0,2.0,1744.0,5100.0,510000.0,1969.0,6059.0
3.0,2.5,1480.0,13120.0,44235.0,1946.0,6111.0
4.0,4.0,2242.0,6670.0,715429.0,1929.0,6037.0
3.0,3.0,2273.0,8458.0,686356.0,1972.0,6037.0
4.0,2.0,1835.0,13376.0,421950.0,1977.0,6037.0
3.0,1.0,1036.0,5732.0,401023.0,1959.0,6037.0
5.0,3.5,2946.0,6100.0,463096.0,1975.0,6059.0
3.0,2.0,1911.0,8809.0,747886.0,1927.0,6037.0
3.0,2.0,1365.0,4737.0,382649.0,1941.0,6037.0
3.0,3.0,2736.0,11664.0,603115.0,1948.0,6037.0
4.0,2.0,1791.0,7272.0,106202.0,1961.0,6059.0
2.0,1.0,944.0,5000.0,195060.0,1932.0,6059.0
2.0,2.0,1472.0,3478.0,112706.0,1976.0,6059.0
3.0,2.0,1546.0,6408.0,191087.0,1956.0,6037.0
3.0,2.0,1349.0,6079.0,588012.0,1951.0,6037.0
4.0,2.0,1472.0,8710.0,63495.0,1968.0,6059.0
4.0,2.0,2008.0,7552.0,57687.0,1926.0,6037.0
3.0,1.5,1401.0,7230.0,229718.0,1954.0,6059.0
2.0,1.0,864.0,5997.0,109146.0,1925.0,6037.0
4.0,2.5,1955.0,12508.0,403767.0,1961.0,6059.0
3.0,2.0,1205.0,7705.0,291471.0,1964.0,6111.0
2.0,1.0,1235.0,5597.0,26247.0,1914.0,6037.0
4.0,2.0,2231.0,223240.0,296545.0,1989.0,6037.0
3.0,2.0,1843.0,7447.0,539686.0,1937.0,6037.0
2.0,1.0,962.0,2608.0,329956.0,1973.0,6059.0
2.0,1.0,1235.0,4802.0,50276.0,1941.0,6037.0
3.0,2.0,1556.0,1380.0,386217.0,1977.0,6059.0
3.0,3.0,2823.0,22662.0,507035.0,2002.0,6037.0
3.0,2.0,1444.0,7013.0,399106.0,1951.0,6037.0
3.0,2.0,1634.0,8918.0,76636.0,1955.0,6037.0
3.0,1.0,960.0,6683.0,388348.0,1954.0,6037.0
3.0,2.0,1219.0,7420.0,167626.0,1958.0,6059.0
4.0,2.0,2016.0,22844.0,108071.0,1964.0,6037.0
3.0,1.0,1159.0,6093.0,328011.0,1941.0,6037.0
3.0,2.0,2158.0,6601.0,206264.0,1951.0,6037.0
3.0,3.0,3392.0,13308.0,742726.0,1957.0,6037.0
2.0,1.0,1061.0,6833.0,236938.0,1922.0,6037.0
5.0,3.0,2831.0,16531.0,636330.0,1958.0,6037.0
3.0,2.0,1176.0,7750.0,58972.0,1953.0,6037.0
3.0,3.0,2609.0,8175.0,315739.0,1956.0,6037.0
2.0,1.0,972.0,4429.0,267560.0,1942.0,6037.0
4.0,3.0,2832.0,18940.0,459090.0,1961.0,6037.0
2.0,1.0,900.0,7252.0,168588.0,1950.0,6037.0
3.0,1.0,1106.0,5857.0,305086.0,1955.0,6037.0
3.0,2.0,1354.0,9064.0,169439.0,1942.0,6037.0
3.0,1.0,1572.0,7053.0,246669.0,1923.0,6037.0
4.0,3.0,3073.0,9003.0,603335.0,1980.0,6037.0
3.0,2.0,1331.0,5651.0,207719.0,1958.0,6037.0
3.0,2.0,1807.0,8157.0,362993.0,1956.0,6037.0
3.0,2.0,1368.0,4701.0,248956.0,1970.0,6037.0
3.0,2.0,1128.0,1520.0,93642.0,1965.0,6059.0
3.0,2.0,1507.0,7680.0,290042.0,1950.0,6037.0
4.0,2.0,1426.0,10875.0,387093.0,1961.0,6059.0
2.0,2.0,964.0,2988.0,383127.0,1977.0,6059.0
2.0,1.0,1273.0,8110.0,441531.0,1913.0,6037.0
3.0,2.0,1494.0,6804.0,223647.0,1949.0,6037.0
3.0,2.5,1800.0,3600.0,315021.0,1974.0,6059.0
5.0,3.0,1741.0,7380.0,271935.0,1956.0,6059.0
3.0,2.0,1917.0,7074.0,172887.0,1956.0,6059.0
3.0,2.0,1473.0,7856.0,388192.0,1959.0,6037.0
3.0,3.0,2331.0,10547.0,380244.0,1978.0,6037.0
2.0,2.0,1203.0,4604.0,254540.0,1939.0,6037.0
4.0,2.0,1752.0,7058.0,541128.0,1979.0,6037.0
3.0,2.0,1144.0,7507.0,212869.0,1959.0,6037.0
3.0,1.0,1434.0,8100.0,160409.0,1909.0,6037.0
3.0,1.0,1120.0,5958.0,198265.0,1946.0,6037.0
3.0,2.0,1854.0,9800.0,634543.0,1965.0,6059.0
4.0,3.0,2810.0,18333.0,208722.0,1953.0,6037.0
4.0,2.5,2590.0,6000.0,165437.0,1972.0,6059.0
4.0,2.0,1400.0,6004.0,58873.0,1962.0,6111.0
4.0,2.0,3030.0,19523.0,413041.0,1946.0,6037.0
4.0,1.0,1667.0,6423.0,76072.0,1954.0,6037.0
3.0,1.0,1272.0,4823.0,285600.0,1910.0,6037.0
2.0,2.0,2561.0,8618.0,502517.0,1947.0,6037.0
3.0,3.0,2379.0,9705.0,187240.0,1991.0,6037.0
3.0,2.0,1526.0,7302.0,380615.0,1964.0,6059.0
2.0,2.0,1043.0,7101.0,42822.0,1990.0,6037.0
3.0,3.0,2416.0,4848.0,739718.0,1993.0,6059.0
3.0,2.0,1223.0,6728.0,138242.0,1992.0,6037.0
3.0,2.0,1472.0,7660.0,206121.0,1992.0,6037.0
5.0,3.0,2580.0,6930.0,343106.0,1972.0,6059.0
2.0,1.0,950.0,1805.0,353000.0,1972.0,6059.0
3.0,1.0,1120.0,5987.0,311717.0,1947.0,6037.0
3.0,2.5,2198.0,7260.0,71521.0,1956.0,6059.0
4.0,2.0,2098.0,8797.0,370901.0,1976.0,6111.0
3.0,2.0,1288.0,7537.0,59670.0,1954.0,6037.0
3.0,3.0,1684.0,16633.0,414503.0,1955.0,6037.0
4.0,4.0,3390.0,5800.0,832050.0,1955.0,6037.0
3.0,2.0,1816.0,5978.0,256410.0,1950.0,6037.0
3.0,2.5,1300.0,1667.0,332874.0,1972.0,6059.0
4.0,3.0,2480.0,6005.0,558278.0,1965.0,6037.0
3.0,2.0,2030.0,10534.0,410044.0,1958.0,6037.0
3.0,1.0,996.0,6995.0,395764.0,1923.0,6037.0
3.0,2.5,3137.0,4072.0,615822.0,1982.0,6111.0
4.0,2.0,1814.0,5958.0,303151.0,1947.0,6037.0
3.0,2.0,1333.0,4872.0,334224.0,1948.0,6037.0
4.0,4.0,3001.0,15059.0,434749.0,1979.0,6037.0
4.0,2.0,1432.0,6472.0,216232.0,1955.0,6059.0
3.0,2.0,1720.0,5999.0,292115.0,1956.0,6037.0
4.0,4.0,2863.0,11730.0,294498.0,2001.0,6037.0
3.0,2.5,1832.0,4000.0,418211.0,1987.0,6059.0
2.0,2.0,1272.0,4000.0,528000.0,1986.0,6059.0
2.0,1.0,644.0,3475.0,119201.0,1953.0,6037.0
4.0,2.0,1908.0,7463.0,528120.0,1966.0,6111.0
2.0,1.0,720.0,4787.0,232447.0,1925.0,6037.0
3.0,2.0,1947.0,9855.0,333110.0,1977.0,6111.0
3.0,2.0,1507.0,10200.0,204087.0,1975.0,6111.0
3.0,2.0,1008.0,7300.0,270456.0,1961.0,6111.0
3.0,2.0,1596.0,6024.0,329492.0,1935.0,6037.0
3.0,2.0,1847.0,6000.0,243007.0,1970.0,6111.0
4.0,3.5,2670.0,20000.0,744625.0,1985.0,6111.0
4.0,2.0,1248.0,6023.0,404069.0,1956.0,6059.0
3.0,2.0,1323.0,5940.0,144206.0,1956.0,6037.0
4.0,3.0,1980.0,6060.0,355717.0,1965.0,6059.0
3.0,1.0,1150.0,7418.0,56211.0,1924.0,6037.0
2.0,2.0,1368.0,5561.0,424692.0,1951.0,6037.0
3.0,2.0,1915.0,6749.0,484003.0,1929.0,6037.0
3.0,2.0,1562.0,9205.0,86935.0,1940.0,6037.0
4.0,3.0,2529.0,8270.0,168606.0,2005.0,6037.0
3.0,2.0,946.0,4500.0,341747.0,1921.0,6037.0
4.0,3.0,2743.0,7377.0,497311.0,1989.0,6037.0
3.0,2.0,1649.0,9541.0,228789.0,1976.0,6037.0
4.0,3.0,1769.0,3024.0,311209.0,1998.0,6059.0
3.0,2.0,1269.0,4168.0,249654.0,1923.0,6037.0
2.0,2.0,1068.0,5774.0,277522.0,1950.0,6037.0
5.0,3.0,3023.0,41048.0,858919.0,1971.0,6111.0
3.0,2.0,1164.0,8544.0,66430.0,1960.0,6037.0
3.0,1.0,1070.0,7002.0,111886.0,1952.0,6037.0
3.0,2.0,1330.0,2645.0,594633.0,1963.0,6037.0
3.0,2.0,1080.0,7996.0,148722.0,1961.0,6111.0
4.0,2.0,1716.0,9820.0,530304.0,1977.0,6037.0
4.0,2.0,1477.0,8280.0,318350.0,1963.0,6059.0
2.0,1.0,966.0,5325.0,204977.0,1952.0,6037.0
2.0,1.0,1230.0,7352.0,59947.0,1946.0,6037.0
3.0,3.0,1756.0,6000.0,306222.0,1957.0,6059.0
4.0,2.0,1859.0,5745.0,60219.0,1964.0,6037.0
3.0,2.0,1898.0,9970.0,141453.0,1963.0,6037.0
4.0,2.0,1420.0,6108.0,38328.0,1957.0,6037.0
4.0,2.0,1209.0,7249.0,321209.0,1971.0,6059.0
4.0,2.0,1626.0,6000.0,406377.0,1965.0,6059.0
3.0,2.0,1500.0,7917.0,49603.0,1961.0,6111.0
4.0,2.0,1710.0,5329.0,206160.0,1968.0,6037.0
3.0,2.0,1504.0,5750.0,242972.0,1954.0,6111.0
4.0,3.0,3225.0,11663.0,473741.0,1987.0,6037.0
4.0,2.0,1638.0,6900.0,736056.0,1963.0,6059.0
4.0,4.0,3039.0,11999.0,899801.0,1947.0,6037.0
3.0,1.0,1124.0,5578.0,326341.0,1942.0,6037.0
2.0,1.0,839.0,6210.0,51677.0,1971.0,6111.0
5.0,2.0,1747.0,7840.0,68695.0,1960.0,6059.0
2.0,1.0,1639.0,4580.0,615000.0,1907.0,6037.0
4.0,2.5,2045.0,3230.0,675000.0,1989.0,6059.0
4.0,4.0,2362.0,5160.0,330227.0,1923.0,6037.0
3.0,2.0,1599.0,5600.0,439219.0,1968.0,6059.0
4.0,3.0,2697.0,6599.0,574040.0,1992.0,6037.0
4.0,3.0,2375.0,7875.0,485900.0,2014.0,6111.0
3.0,1.0,1523.0,6459.0,764000.0,1930.0,6037.0
4.0,1.5,1461.0,1609.0,223969.0,1964.0,6059.0
3.0,3.0,1840.0,10807.0,248433.0,1957.0,6037.0
3.0,2.0,1334.0,5551.0,302394.0,1940.0,6037.0
5.0,2.5,2024.0,8190.0,572128.0,1964.0,6059.0
3.0,2.0,1575.0,5105.0,306867.0,1951.0,6037.0
4.0,3.0,2330.0,12000.0,804609.0,1963.0,6059.0
3.0,2.0,1449.0,6323.0,227834.0,1953.0,6037.0
3.0,2.0,1986.0,8703.0,622432.0,1940.0,6037.0
3.0,3.0,2027.0,10602.0,109722.0,1963.0,6037.0
3.0,2.0,1096.0,2946.0,148249.0,1973.0,6059.0
2.0,1.0,961.0,12175.0,141875.0,1937.0,6037.0
3.0,2.0,1441.0,6749.0,413679.0,1939.0,6037.0
2.0,3.0,1940.0,4400.0,437642.0,1989.0,6059.0
2.0,1.0,780.0,5001.0,196612.0,1950.0,6037.0
3.0,1.0,930.0,5129.0,290000.0,1942.0,6037.0
3.0,2.0,1870.0,9800.0,487016.0,1965.0,6059.0
4.0,2.0,1732.0,10790.0,415394.0,1966.0,6037.0
2.0,1.0,1058.0,5998.0,226117.0,1940.0,6037.0
4.0,3.0,1548.0,6045.0,223755.0,1960.0,6037.0
4.0,2.0,1954.0,6060.0,85078.0,1965.0,6059.0
4.0,3.5,3026.0,11050.0,893420.0,1990.0,6059.0
4.0,2.0,1846.0,6154.0,191248.0,1978.0,6037.0
2.0,2.0,1628.0,10729.0,360910.0,1954.0,6037.0
3.0,2.0,1709.0,9173.0,271294.0,1958.0,6059.0
4.0,3.0,2535.0,5400.0,320482.0,1985.0,6059.0
5.0,3.5,2708.0,6724.0,102192.0,1962.0,6111.0
3.0,3.0,1987.0,23671.0,208877.0,1981.0,6037.0
2.0,1.0,848.0,3400.0,146337.0,1948.0,6037.0
2.0,2.0,1095.0,6749.0,347991.0,1941.0,6037.0
2.0,1.0,1270.0,7218.0,379099.0,1949.0,6037.0
3.0,2.5,2075.0,9095.0,562000.0,1980.0,6111.0
2.0,1.0,840.0,5286.0,256000.0,1905.0,6037.0
2.0,2.5,2380.0,3900.0,161659.0,1975.0,6059.0
5.0,2.5,2783.0,13400.0,926841.0,1963.0,6111.0
2.0,1.0,920.0,8260.0,331370.0,1925.0,6037.0
